,ResponseId,DevType,Country,Amazon Web Services,Heroku,Netlify,Google Cloud,Fly.io,Cloudflare,Firebase,Vercel,Digital Ocean,Hetzner,VMware,Microsoft Azure,Databricks,Oracle Cloud,PythonAnywhere,Render,Supabase,Managed Hosting,OpenShift,OVH,IBM Cloud,Alibaba Cloud,Vultr,Colocation,Linode/Akamai,Scaleway,OpenStack
2127,2128,Full-Stack Developer,Australia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,2132,Full-Stack Developer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2132,2133,Full-Stack Developer,Brazil,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2133,2134,Mobile App Developer,India,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
2138,2139,Full-Stack Developer,United States,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
2139,2140,QA Engineer,United States,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2140,2141,Back-End Developer,United States,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
2141,2142,Back-End Developer,Poland,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2145,2146,Cyber Security,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2146,2147,Full-Stack Developer,Canada,1.0,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
2147,2148,Professional Researcher,Poland,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
2151,2152,QA Engineer,Finland,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2152,2153,Project Manager,United States,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
2153,2154,Full-Stack Developer,Poland,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,
2155,2156,Front-End Developer,Estonia,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
2156,2157,Academic Researcher,United States,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,
2157,2158,Full-Stack Developer,United States,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,
2158,2159,Front-End Developer,Germany,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
2160,2161,Full-Stack Developer,Bosnia & Herzegovina,1.0,1.0,,1.0,,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,1.0,,
2161,2162,Back-End Developer,Romania,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2163,2164,Full-Stack Developer,Kenya,1.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,1.0,,
2164,2165,Blockchain Developer,Nigeria,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2165,2166,Back-End Developer,Spain,1.0,,1.0,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,
2169,2170,Others,Germany,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2170,2171,Full-Stack Developer,United States,1.0,,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
2171,2172,Project Manager,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,2173,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2173,2174,Back-End Developer,Ukraine,1.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
2174,2175,Professional Researcher,United States,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2175,2176,Full-Stack Developer,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2176,2177,Academic Researcher,Germany,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2177,2178,Back-End Developer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2179,2180,Academic Researcher,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2180,2181,Full-Stack Developer,United States,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2181,2182,Full-Stack Developer,Portugal,1.0,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,
2182,2183,Full-Stack Developer,Germany,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2184,2185,Others,Hungary,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,
2186,2187,Full-Stack Developer,Ireland,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
2187,2188,Blockchain Developer,Gabon,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
2188,2189,ML Engineer,United States,1.0,,,1.0,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,1.0,,
2189,2190,Full-Stack Developer,United States,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2190,2191,Full-Stack Developer,Ukraine,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2192,2193,Full-Stack Developer,Czech Republic,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
2193,2194,Academic Researcher,Germany,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
2195,2196,Full-Stack Developer,Denmark,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,2198,Academic Researcher,United States,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
2198,2199,Full-Stack Developer,Switzerland,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2199,2200,DevOps Engineer,Germany,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2200,2201,Back-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,2202,Professional Researcher,Netherlands,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2202,2203,Cloud Engineer,Canada,1.0,1.0,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,
2203,2204,Back-End Developer,Mexico,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,2205,Full-Stack Developer,Poland,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2205,2206,Full-Stack Developer,Spain,1.0,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,
2206,2207,Full-Stack Developer,Ukraine,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
2207,2208,Academic Researcher,United Kingdom,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2208,2209,Full-Stack Developer,Ukraine,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
2209,2210,Software Engineer,Ukraine,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2212,2213,Professional Researcher,United States,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2213,2214,Cloud Engineer,Australia,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2214,2215,Back-End Developer,Nicaragua,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
2215,2216,Full-Stack Developer,Colombia,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,
2216,2217,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2217,2218,Back-End Developer,Poland,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2218,2219,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2219,2220,Professional Researcher,Germany,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
2220,2221,Professional Researcher,Argentina,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2221,2222,Full-Stack Developer,Mexico,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
2223,2224,Project Manager,United States,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,
2224,2225,Back-End Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,2226,Full-Stack Developer,Philippines,1.0,,1.0,1.0,1.0,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,
2227,2228,Full-Stack Developer,Spain,1.0,,,1.0,,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,
2228,2229,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,2230,Software Engineer,United States,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,
2230,2231,Full-Stack Developer,United States,1.0,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,
2232,2233,Front-End Developer,South Korea,1.0,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
2235,2236,Full-Stack Developer,Poland,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
2236,2237,Mobile App Developer,France,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2237,2238,Others,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,
2238,2239,Academic Researcher,Germany,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2239,2240,Full-Stack Developer,United States,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
2242,2243,Cyber Security,New Zealand,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2243,2244,DevOps Engineer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,
2244,2245,Academic Researcher,United States,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2245,2246,Cloud Engineer,United States,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,1.0
2247,2248,Full-Stack Developer,United States,1.0,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
2248,2249,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2250,2251,Full-Stack Developer,Hungary,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2251,2252,Data Engineer,United States,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2254,2255,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2256,2257,Full-Stack Developer,Spain,,,,,,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,
2257,2258,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
2258,2259,Full-Stack Developer,United States,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
2260,2261,Back-End Developer,Ukraine,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,2264,Project Manager,Ecuador,1.0,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,,,,,
2266,2267,Full-Stack Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2267,2268,Others,Netherlands,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,
2268,2269,Full-Stack Developer,Brazil,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,
2271,2272,Front-End Developer,Ukraine,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2273,2274,Hardware Engineer,United Kingdom,1.0,,,,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,
2274,2275,Back-End Developer,United States,1.0,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,
2275,2276,Full-Stack Developer,Chile,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,2280,Front-End Developer,Russia,,,1.0,,,,,1.0,,,,,,,1.0,1.0,1.0,,,,,,,,,,
2280,2281,Full-Stack Developer,United States,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2281,2282,Professional Researcher,United States,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
2282,2283,Full-Stack Developer,Mexico,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2283,2284,Software Engineer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2284,2285,Full-Stack Developer,United States,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2285,2286,Academic Researcher,Switzerland,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
2286,2287,Full-Stack Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,2288,Full-Stack Developer,France,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
2288,2289,Data Science/ML,Germany,1.0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,
2289,2290,DevOps Engineer,United States,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,1.0
2292,2293,Full-Stack Developer,Netherlands,1.0,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,
2293,2294,Project Manager,Iceland,1.0,1.0,,1.0,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,
2294,2295,Full-Stack Developer,Peru,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2297,2298,Data Science/ML,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2298,2299,Back-End Developer,Ukraine,,,,1.0,,,1.0,,1.0,1.0,,,,,,,,1.0,,1.0,,,,,,,
2299,2300,Mobile App Developer,Uruguay,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2300,2301,Others,United Kingdom,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
2301,2302,Mobile App Developer,United Kingdom,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2302,2303,Project Manager,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2303,2304,Full-Stack Developer,Czech Republic,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
2304,2305,Back-End Developer,Czech Republic,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
2305,2306,Back-End Developer,United Kingdom,1.0,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,
2307,2308,DevOps Engineer,Spain,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
2308,2309,Back-End Developer,Ukraine,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
2309,2310,Back-End Developer,France,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2310,2311,System Administrator,United States,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0
2311,2312,Full-Stack Developer,Australia,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,
2314,2315,Full-Stack Developer,Turkey,1.0,,,1.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,,
2315,2316,Software Engineer,Canada,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,
2316,2317,Back-End Developer,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2318,2319,Project Manager,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2319,2320,Full-Stack Developer,Australia,,,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,1.0,,1.0,,
2320,2321,Full-Stack Developer,United Kingdom,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2322,2323,Full-Stack Developer,Indonesia,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,
2323,2324,Full-Stack Developer,New Zealand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2325,2326,Full-Stack Developer,New Zealand,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
2326,2327,Academic Researcher,Denmark,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2327,2328,Project Manager,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,2329,Full-Stack Developer,Peru,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2329,2330,Full-Stack Developer,United Kingdom,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
2331,2332,Academic Researcher,Vietnam,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2332,2333,Mobile App Developer,Poland,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2333,2334,Full-Stack Developer,United Kingdom,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
2334,2335,Full-Stack Developer,United States,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2335,2336,Academic Researcher,United States,,,1.0,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,
2336,2337,Academic Researcher,United Kingdom,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,
2337,2338,Back-End Developer,United States,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,
2338,2339,Academic Researcher,United States,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,
2339,2340,Full-Stack Developer,United Kingdom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2340,2341,Data Science/ML,Israel,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,2342,Professional Researcher,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2343,2344,Back-End Developer,Bulgaria,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2346,2347,Data Analyst,Portugal,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2347,2348,Full-Stack Developer,United States,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2349,2350,Academic Researcher,Brazil,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,
2351,2352,Blockchain Developer,Portugal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,2354,Back-End Developer,Russia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,2355,Full-Stack Developer,United States,1.0,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
2355,2356,Full-Stack Developer,Germany,,,1.0,,,1.0,,1.0,,,,,,,,,,1.0,,,,,,,,,
2356,2357,Data Science/ML,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,2359,Back-End Developer,India,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2359,2360,Mobile App Developer,Israel,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2360,2361,Academic Researcher,France,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,
2361,2362,Academic Researcher,United States,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
2362,2363,Full-Stack Developer,United Kingdom,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,
2364,2365,Project Manager,Germany,1.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0
2365,2366,Full-Stack Developer,United Kingdom,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,1.0,,1.0,,
2366,2367,Full-Stack Developer,Germany,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,
2368,2369,Mobile App Developer,Honduras,1.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
2370,2371,Full-Stack Developer,United States,1.0,,,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,
2371,2372,Mobile App Developer,Argentina,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2372,2373,Academic Researcher,Indonesia,1.0,1.0,,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,
2373,2374,Academic Researcher,Iran,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2374,2375,Full-Stack Developer,United Kingdom,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
2375,2376,Academic Researcher,Ecuador,,,,,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,
2376,2377,Data Science/ML,Ukraine,,,,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
2377,2378,Full-Stack Developer,Jordan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2378,2379,Full-Stack Developer,Germany,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2379,2380,Full-Stack Developer,Taiwan,,1.0,,,,1.0,,1.0,,,,,,,,1.0,,,,,,,,,,,
2380,2381,Software Engineer,United States,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2381,2382,Data Engineer,Pakistan,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2383,2384,Project Manager,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2384,2385,Academic Researcher,China,,,,,,1.0,,1.0,,,,1.0,,,,,,,,,,1.0,,,,,
2385,2386,Full-Stack Developer,United States,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2386,2387,Full-Stack Developer,United States,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,
2388,2389,Back-End Developer,South Korea,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,1.0,1.0,
2389,2390,Full-Stack Developer,Australia,1.0,,1.0,,,1.0,,,1.0,,,1.0,,,,1.0,,,,,,,,,,,
2390,2391,Others,United States,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2391,2392,Full-Stack Developer,Hong Kong,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,1.0,,
2392,2393,Software Engineer,Poland,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2393,2394,Mobile App Developer,United States,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2394,2395,Software Engineer,Ukraine,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
2395,2396,Full-Stack Developer,United States,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2396,2397,Cloud Engineer,Switzerland,1.0,,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
2397,2398,Full-Stack Developer,United States,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2398,2399,Full-Stack Developer,Denmark,1.0,1.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,
2399,2400,Full-Stack Developer,Denmark,1.0,,,,,1.0,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,
2400,2401,Full-Stack Developer,Colombia,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,,,,
2401,2402,Project Manager,United States,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,
2402,2403,Software Engineer,United States,,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,
2403,2404,Back-End Developer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2406,2407,Data Science/ML,Ukraine,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2408,2409,Back-End Developer,Finland,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2409,2410,Project Manager,Canada,1.0,,,,,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,
2410,2411,Cloud Engineer,Canada,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
2412,2413,Software Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2414,2415,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2415,2416,Cloud Engineer,Germany,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
2416,2417,Mobile App Developer,Germany,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2417,2418,Academic Researcher,Australia,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2418,2419,Back-End Developer,United States,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,
2420,2421,Full-Stack Developer,New Zealand,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,
2421,2422,Game Developer,Argentina,1.0,,1.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,
2422,2423,Back-End Developer,Philippines,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
2423,2424,Full-Stack Developer,United States,1.0,1.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
2424,2425,Software Engineer,United States,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2426,2427,Full-Stack Developer,Australia,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
2427,2428,Full-Stack Developer,United States,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,
2428,2429,Software Engineer,Poland,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
2429,2430,Full-Stack Developer,United States,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,
2430,2431,Back-End Developer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2431,2432,Others,Australia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2432,2433,Back-End Developer,Slovenia,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,
2433,2434,Back-End Developer,Australia,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,
2434,2435,Full-Stack Developer,Russia,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2435,2436,Professional Researcher,China,,,,1.0,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,
2439,2440,Full-Stack Developer,United States,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,
2440,2441,Game Developer,Vietnam,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2441,2442,QA Engineer,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,2443,Project Manager,United States,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2443,2444,Back-End Developer,Vietnam,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
2444,2445,Data Engineer,Germany,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2447,2448,DevOps Engineer,Brazil,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
2448,2449,Full-Stack Developer,Australia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2449,2450,Full-Stack Developer,United States,1.0,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,
2450,2451,Back-End Developer,South Korea,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2453,2454,Full-Stack Developer,Germany,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
2455,2456,Full-Stack Developer,United States,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
2456,2457,Professional Researcher,Switzerland,1.0,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,
2457,2458,Professional Researcher,China,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2458,2459,Cloud Engineer,Bangladesh,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2462,2463,Others,United States,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2463,2464,Full-Stack Developer,Canada,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2466,Project Manager,Brazil,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2466,2467,Full-Stack Developer,Germany,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0
2469,2470,Full-Stack Developer,Bosnia & Herzegovina,,1.0,,,,,1.0,1.0,,,,,,1.0,,,1.0,1.0,,,,,,,,,
2470,2471,Full-Stack Developer,Australia,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,,,,,,,,,,
2472,2473,Full-Stack Developer,Australia,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
2474,2475,Mobile App Developer,Ghana,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2476,2477,Back-End Developer,Russia,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
2480,2481,Front-End Developer,Japan,,1.0,,1.0,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,
2485,2486,Academic Researcher,Emirates,1.0,,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,,1.0,,1.0,1.0,,1.0,1.0
2486,2487,Full-Stack Developer,Australia,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
2487,2488,Back-End Developer,Canada,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
